trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-22.431636100831604,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",30,0,-78.8657803180602,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-2.715002100093174,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,0,-64.65974067439959,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",30,0,-35.78442916741569,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,13,0.05180481788657909,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",30,0,-101.38132220631596,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",20,0,-145.3795419051031,"{0: 13, 1: 0, 2: 2, 3: 3, 4: 2}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,5,6.634602065852382,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",30,0,-123.28792569603996,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,9,-6.603954483759495,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-72.69070822943239,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,0,-145.6291211003711,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,14,2.6766555550557083,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-119.72442091941745,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",20,0,-83.39263558525778,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",30,0,-64.94130966113734,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",30,0,-104.07816260930196,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,0,-62.29728768499652,"{0: 20, 1: 0, 2: 2, 3: 3, 4: 0}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-73.8307805265316,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,-14.54338227934152,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",30,0,-47.41803705735373,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,0,-15.465919712149613,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,0,-78.18973814345257,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,13,9.379748576208529,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",20,0,-93.08560785049924,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,0,-66.78280253829838,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,0,-92.41325957822515,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",25,15,-9.793801510901304,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,0,-57.58962775599939,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",30,0,-59.93032314654769,"{0: 22, 1: 3, 2: 2, 3: 3, 4: 0}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",30,0,-75.95277785261068,"{0: 19, 1: 7, 2: 3, 3: 0, 4: 1}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,0,-62.76304748013129,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-126.78913142911388,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,0,-103.3529813933159,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,0,-174.3359494340992,"{0: 14, 1: 1, 2: 5, 3: 3, 4: 2}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,-6.4395803415704975,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-30.00759562952295,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-56.23949362583598,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-79.52433529851966,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",30,0,-125.60423640803181,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",25,0,-71.50933336954733,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,2,-119.55985667983568,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 2}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",30,0,-92.647601102945,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,8,-29.90116432338483,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,8,-18.80403180453631,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,9,-9.863099135453243,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",35,0,-167.37762081699879,"{0: 21, 1: 3, 2: 9, 3: 0, 4: 2}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",35,13,-25.188653057470972,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-30.030646555049298,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,0,-86.19168782386515,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-50.464148394698704,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",25,8,-58.279080432189275,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,0,-42.32567166887105,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",30,0,-145.7819022829566,"{0: 19, 1: 0, 2: 9, 3: 0, 4: 2}",0
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-66.7327944470574,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,6,11.906917760153153,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,2,-37.99724837481436,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,9,-36.078106483134725,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",25,0,-126.46493227487994,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-73.47137252871102,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-58.637786655432144,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-47.86032092260497,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",25,11,21.673886238775975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",30,11,-1.4752384920398767,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",35,8,-50.44817698280762,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,0,-90.07327572274745,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",35,19,-1.9741381795058106,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,0,-50.05127699262451,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,11,-19.242519411708574,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-78.3868561382166,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,1,-98.41824263927384,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 1}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,6,-60.94043814615497,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,0,-75.79483151416328,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,4,-53.950859172738994,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,15,8.012328698907089,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",30,0,-101.53585690282284,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",25,0,-122.80576146897035,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,16,6.732251199588835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",30,0,-18.709043304274825,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",20,12,-16.753501816622325,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,7,-66.74803102608841,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 1}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",30,0,-19.60868290963131,"{0: 23, 1: 6, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-61.467362410893045,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,12,8.502626130810064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",25,3,-1.3954550497955083,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,20,6.763182652639309,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",30,0,-6.562485727896061,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,0,-58.210651427566425,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,0,-33.642552301131374,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,0,-55.3523620040393,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,9,-78.22533005275038,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",30,0,-31.557763224124766,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,16,-5.681488756007701,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",30,17,-24.73244494514843,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,4.405574342990581,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,9,-54.16029750141715,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,9,-73.55683467128608,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,10,-0.8220042084258905,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,14,-12.168471303437848,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-66.36579810889766,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-32.147067559032,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,5,-23.90528099946801,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",25,0,-85.70438098107357,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,2,-18.185702597629565,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",30,0,-103.71642455549507,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,0,-46.52355353977778,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,5,-7.024304855524203,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",30,11,-2.3136995701859866,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,10,-48.4951191321029,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,8,-102.07907359625744,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 2}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,0,12.879034424506063,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,0,-25.379311330992092,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",35,0,-22.46956178670338,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,14,12.758104945263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,8,-24.226855939910426,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,0,-23.780349321687453,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,15,16.95550866816638,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",30,6,-20.53857733418109,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-112.0218942361625,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",25,0,-81.42420111992567,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",30,3,-109.49126977743124,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 2}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,6,-15.820697761169656,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,0,-96.095830216271,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",30,0,-39.72513180582514,"{0: 23, 1: 4, 2: 1, 3: 2, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,16,7.788318574040167,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",30,1,-117.60223227552065,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 3}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,9,-99.62349726989147,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 2}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",20,0,-4.170583218369044,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",35,13,-87.78007498827323,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,15,10.154302525063812,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",20,0,2.8177202604343043,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,0,-38.06799353197408,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,15,0.9933557561047386,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",30,0,-69.81286253432401,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,1,-62.316507862577026,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,12,9.181792167684032,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",30,15,-16.664837251796936,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,0,-80.51721063213446,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",30,15,-13.255911850206928,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,2,8.012523757914089,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",20,0,-60.99880512809866,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,18,13.295507456364088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,6,24.8553973580987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,6,8.767389911691154,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",25,18,14.267250242640369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,-42.63185948194778,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",30,10,1.7897942399336235,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",30,0,-49.69266749787711,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,1,-59.94012576793061,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 0}",1
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,6,-31.26845374082904,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",30,6,-4.592842514660151,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,8,7.673133420674517,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,7,8.278757375297815,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",30,0,-6.591453048125757,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",20,4,-23.67897123712737,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",30,15,-30.975733588456254,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,5,-146.62871318563566,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",1
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,2,-48.487328491781334,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,7,-54.49606279938402,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",20,0,-12.564498455803557,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",30,0,-104.6381130798205,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,0,-16.02031691961194,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",25,0,-106.6019157261518,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",25,16,-36.02072509417261,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,2,-32.259369693008715,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,19,2.64651077174294,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,1,-10.656923617687406,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,0,-11.41965458633558,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,11,-49.02125461492359,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,11,4.406775232278811,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,5,-40.727901635207836,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,18,-40.3380599504965,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,13,13.54326165486814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",30,18,7.536104879915736,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,5,-10.825403862688496,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,1,-40.81234141839002,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",25,0,7.835192008657017,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,4,17.47651892549923,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,0,-30.236545537605327,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",25,0,11.165768437459342,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,0,-64.70076443132366,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",30,0,-49.26663512390649,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,-72.38615076520134,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
